filepath,Block,Prolongation,SoundRep,WordRep,Interjection,Fluent,transcript
clips/HeStutters/11/HeStutters_11_26.wav,1,0,1,1,0,0, describe what we did.
clips/HeStutters/11/HeStutters_11_31.wav,0,1,1,0,1,0, you made. You said one
clips/HeStutters/11/HeStutters_11_37.wav,0,0,1,1,1,0," So, so, so, so, so what did your"
clips/HeStutters/11/HeStutters_11_38.wav,1,0,1,1,0,0, that you stuttered was was that was
clips/HeStutters/11/HeStutters_11_39.wav,0,0,0,0,0,1, Was that an issue? Was it a challenge?
clips/HeStutters/11/HeStutters_11_45.wav,0,0,0,1,0,0, exactly exactly well that's
clips/HeStutters/11/HeStutters_11_46.wav,0,1,0,1,1,0," Well, that's what they say."
clips/HeStutters/11/HeStutters_11_50.wav,1,0,0,0,0,0, we try to overcome and say a little bit.
clips/HeStutters/11/HeStutters_11_52.wav,1,1,1,0,1,0," You're right, I just like you said, I think every..."
clips/HeStutters/11/HeStutters_11_53.wav,1,0,0,0,0,0, Everybody does. I think everybody has
clips/HeStutters/11/HeStutters_11_55.wav,0,0,0,1,1,0," you know, and"
clips/HeStutters/11/HeStutters_11_57.wav,1,1,1,0,0,0, What was it like for you growing up as a
clips/HeStutters/11/HeStutters_11_58.wav,0,1,1,1,1,0, when you were younger?
clips/HeStutters/11/HeStutters_11_61.wav,0,0,1,0,0,0," years. Before a few years ago, if you"
clips/HeStutters/11/HeStutters_11_62.wav,0,0,0,0,0,1," the blog, make room for the..."
clips/HeStutters/11/HeStutters_11_63.wav,0,1,0,0,0,0, Stuttering and it's all
clips/HeStutters/11/HeStutters_11_67.wav,0,0,0,0,0,1, will come back and then you will forget your
clips/HeStutters/11/HeStutters_11_71.wav,1,0,1,0,0,0, How long have you been in tow? To.
clips/HeStutters/11/HeStutters_11_73.wav,0,0,0,0,0,1, I've been involved in toastmasters.
clips/HeStutters/11/HeStutters_11_77.wav,0,1,0,0,1,0, So I ended up just taking a
clips/HeStutters/11/HeStutters_11_84.wav,0,1,0,0,0,0, Today I'm really excited to...
clips/HeStutters/11/HeStutters_11_85.wav,0,1,0,1,1,0, but like you just like...
clips/HeStutters/11/HeStutters_11_88.wav,0,0,0,1,1,0, went? Oh no no no no like uh
clips/HeStutters/11/HeStutters_11_94.wav,1,1,0,1,0,0, Definitely more hip hip.
clips/HeStutters/11/HeStutters_11_96.wav,0,1,0,0,0,0, activity that was different.
clips/HeStutters/11/HeStutters_11_105.wav,0,1,0,0,0,0, community who I have actually not met.
clips/HeStutters/11/HeStutters_11_106.wav,0,0,0,0,1,0," Confidence really, right? Yeah."
clips/HeStutters/11/HeStutters_11_112.wav,1,1,0,0,1,0, trying to help others.
clips/HeStutters/11/HeStutters_11_114.wav,0,1,0,0,1,0, and certain senses.
clips/HeStutters/11/HeStutters_11_115.wav,0,1,0,0,1,0, but I
clips/HeStutters/11/HeStutters_11_116.wav,0,1,0,0,1,0, the did so we try to have fun.
clips/HeStutters/11/HeStutters_11_117.wav,0,1,0,0,1,0," No, actually I..."
clips/HeStutters/11/HeStutters_11_118.wav,0,0,0,0,1,0, play like games and stuff.
clips/HeStutters/11/HeStutters_11_119.wav,0,1,1,1,1,0," So, I was so..."
clips/HeStutters/11/HeStutters_11_124.wav,1,0,0,1,1,0, moment for you I mean that that
clips/HeStutters/11/HeStutters_11_125.wav,0,0,0,1,0,0, that helped you to make that change.
clips/HeStutters/11/HeStutters_11_127.wav,0,1,0,0,0,0," Henrik, how are you?"
clips/HeStutters/11/HeStutters_11_128.wav,0,0,0,1,0,0, led you to the change.
clips/HeStutters/11/HeStutters_11_132.wav,1,0,0,1,0,0, and ambitious people.
clips/HeStutters/11/HeStutters_11_133.wav,1,0,1,1,1,0, After
clips/HeStutters/11/HeStutters_11_140.wav,1,0,0,0,1,0, want it to do
clips/HeStutters/11/HeStutters_11_141.wav,0,1,0,0,1,0, 1
clips/HeStutters/11/HeStutters_11_144.wav,0,1,0,0,1,0," And then, uh..."
clips/HeStutters/11/HeStutters_11_146.wav,1,1,0,0,0,0, what never allows.
clips/HeStutters/11/HeStutters_11_148.wav,0,1,0,1,1,0," Hi, I'm great."
clips/HeStutters/11/HeStutters_11_150.wav,0,0,0,0,0,1, That's great to have that attitude.
clips/HeStutters/11/HeStutters_11_152.wav,1,1,0,0,0,0, and that's where
clips/HeStutters/11/HeStutters_11_155.wav,0,1,0,0,0,0, and he did not study at all.
clips/HeStutters/11/HeStutters_11_158.wav,0,1,0,0,0,0, for you to know that you've
clips/HeStutters/11/HeStutters_11_162.wav,1,1,0,0,1,0, like do you I mean
clips/HeStutters/11/HeStutters_11_164.wav,0,1,0,0,0,0, helping other people.
clips/HeStutters/11/HeStutters_11_167.wav,1,1,1,0,1,0," there's, there's... DENIGHT it's uh..."
clips/HeStutters/11/HeStutters_11_168.wav,0,1,0,0,1,0," any, you know, um, uh."
clips/HeStutters/11/HeStutters_11_169.wav,0,0,0,1,1,0, for lack of a better word.
clips/HeStutters/11/HeStutters_11_170.wav,1,0,0,0,0,0, metchu feels to WATERING linked so on from that place. This board will actually have all a taped clear edge clearonข GG . FOR
clips/HeStutters/11/HeStutters_11_171.wav,0,1,0,0,1,0, I've like on...
clips/HeStutters/11/HeStutters_11_175.wav,1,0,0,1,0,0, And I also met people that started
clips/HeStutters/11/HeStutters_11_176.wav,1,0,1,1,0,0," So you have heads, pitch them."
clips/HeStutters/11/HeStutters_11_178.wav,0,0,0,1,1,0, be either i have
clips/HeStutters/11/HeStutters_11_179.wav,0,0,0,0,1,0, Graceful and in high school.
clips/HeStutters/11/HeStutters_11_180.wav,0,1,0,0,1,0, school. But then I...
clips/HeStutters/11/HeStutters_11_181.wav,0,0,0,0,0,1, is a lot and
clips/HeStutters/11/HeStutters_11_182.wav,0,1,0,0,1,0, and like when I take it off
clips/HeStutters/11/HeStutters_11_185.wav,1,0,0,0,0,0, that you could be fluent.
clips/HeStutters/11/HeStutters_11_187.wav,0,1,0,0,1,0, So I'm really good.
clips/HeStutters/11/HeStutters_11_188.wav,0,0,0,0,1,0, to get us started. Could you?
clips/HeStutters/11/HeStutters_11_190.wav,0,1,0,0,0,0, communicator can be.
clips/HeStutters/11/HeStutters_11_192.wav,0,1,0,1,1,0, way to or to
clips/HeStutters/11/HeStutters_11_193.wav,0,0,0,1,1,0, to contact my
clips/HeStutters/11/HeStutters_11_194.wav,0,0,0,0,0,1, are to our concerns publicly.
clips/HeStutters/11/HeStutters_11_197.wav,1,0,1,0,0,0, dialogue
clips/HeStutters/11/HeStutters_11_199.wav,0,0,0,1,1,0, and who you are and and and
clips/HeStutters/11/HeStutters_11_200.wav,1,0,0,1,1,0, and how you've not let's puttering.
clips/HeStutters/11/HeStutters_11_201.wav,1,0,1,0,0,0, stand in the way.
clips/HeStutters/11/HeStutters_11_202.wav,0,1,0,0,0,0, Do you think that there's any...
clips/HeStutters/11/HeStutters_11_203.wav,1,0,0,0,0,0, fundamental differences which
clips/HeStutters/11/HeStutters_11_204.wav,0,0,0,0,0,1, between men and women who stutter.
clips/HeStutters/11/HeStutters_11_206.wav,0,0,0,1,1,0, And what you do with yourself.
clips/HeStutters/12/HeStutters_12_0.wav,0,0,0,0,1,0, Today I'm excited to have the opportunity.
clips/HeStutters/12/HeStutters_12_4.wav,0,0,0,0,0,1, a lot of them work.
clips/HeStutters/12/HeStutters_12_5.wav,0,0,1,0,1,0," But when compared how effective, you know."
clips/HeStutters/12/HeStutters_12_10.wav,0,0,0,1,1,0, mindfulness and
clips/HeStutters/12/HeStutters_12_11.wav,1,0,0,1,0,0, what?
clips/HeStutters/12/HeStutters_12_12.wav,0,0,0,0,1,0," I do, yes."
clips/HeStutters/12/HeStutters_12_14.wav,0,0,0,0,0,1, and sitting cross-legged in the lotus position.
clips/HeStutters/12/HeStutters_12_15.wav,1,0,0,1,0,0, fond of is walking meditation.
clips/HeStutters/12/HeStutters_12_16.wav,0,0,1,1,1,0, which is really...
clips/HeStutters/12/HeStutters_12_18.wav,0,0,0,0,0,1, When you're walking
clips/HeStutters/12/HeStutters_12_20.wav,1,1,0,0,1,0, guitar and I sing a bit.
clips/HeStutters/12/HeStutters_12_21.wav,1,0,0,0,1,0, and you just learn.
clips/HeStutters/12/HeStutters_12_22.wav,0,0,1,0,0,0, feel the sensations on your feet.
clips/HeStutters/12/HeStutters_12_23.wav,1,0,1,0,1,0, if you search for a...
clips/HeStutters/12/HeStutters_12_25.wav,0,1,0,0,0,0, to accept their stutter.
clips/HeStutters/12/HeStutters_12_27.wav,0,0,0,0,0,1," Accept it, you're stuttering."
clips/HeStutters/12/HeStutters_12_28.wav,1,1,0,0,1,0, I would say
clips/HeStutters/12/HeStutters_12_31.wav,0,0,0,1,0,0," No, I have gone from from"
clips/HeStutters/12/HeStutters_12_32.wav,0,1,0,0,1,0, So um
clips/HeStutters/12/HeStutters_12_36.wav,1,0,0,0,1,0," that we've become, I think."
clips/HeStutters/12/HeStutters_12_39.wav,0,1,0,0,1,0, go from feeling like it's something you just
clips/HeStutters/12/HeStutters_12_42.wav,0,0,1,1,0,0, Thank you so much for having me.
clips/HeStutters/12/HeStutters_12_43.wav,1,0,1,1,1,0, It's been a real pleasure to...
clips/HeStutters/12/HeStutters_12_46.wav,1,0,0,1,0,0," Oh, okay, great. How..."
clips/HeStutters/12/HeStutters_12_51.wav,0,0,1,1,1,0, and it's only
clips/HeStutters/12/HeStutters_12_56.wav,0,1,1,1,0,0," So, so yes."
clips/HeStutters/12/HeStutters_12_63.wav,0,0,1,0,0,0, Open about your stutter.
clips/HeStutters/12/HeStutters_12_67.wav,0,1,0,0,1,0," Yeah, so"
clips/HeStutters/12/HeStutters_12_68.wav,0,0,0,0,0,1, It was easier to try and hide it a little.
clips/HeStutters/12/HeStutters_12_69.wav,1,0,0,0,1,0, but when I... so...
clips/HeStutters/12/HeStutters_12_70.wav,0,0,1,0,0,0," had you met other people, people, people."
clips/HeStutters/12/HeStutters_12_71.wav,1,0,1,1,0,0, people who stuttered as you
clips/HeStutters/12/HeStutters_12_73.wav,0,0,1,1,1,0, sure that with you when you were a kid.
clips/HeStutters/12/HeStutters_12_74.wav,0,0,1,1,0,0," Yeah, it's fun, isn't it?"
clips/HeStutters/12/HeStutters_12_76.wav,1,0,1,0,0,0, Sunday over here.
clips/HeStutters/12/HeStutters_12_77.wav,0,0,0,1,1,0, I don't feel like I...
clips/HeStutters/12/HeStutters_12_79.wav,0,0,0,0,0,1, Have you and he ever talked?
clips/HeStutters/12/HeStutters_12_80.wav,0,0,0,1,0,0, Talk! Talk about it!
clips/HeStutters/12/HeStutters_12_82.wav,1,1,0,0,1,0," I'm not a little bit, I will t-"
clips/HeStutters/12/HeStutters_12_83.wav,0,0,0,1,1,0, I think he had some reading in me.
clips/HeStutters/12/HeStutters_12_85.wav,1,1,0,0,1,0, a lot of the
clips/HeStutters/12/HeStutters_12_88.wav,0,1,0,0,0,0, that it was because of your...
clips/HeStutters/12/HeStutters_12_89.wav,0,0,1,1,0,0, Stutter that that that that
clips/HeStutters/12/HeStutters_12_92.wav,1,0,0,0,1,0, just to help me.
clips/HeStutters/12/HeStutters_12_93.wav,1,0,0,1,1,0,
clips/HeStutters/12/HeStutters_12_94.wav,1,0,0,1,1,0, I just realized that it was...
clips/HeStutters/12/HeStutters_12_95.wav,1,0,0,0,1,0, It was a really useful thing to be talking about.
clips/HeStutters/12/HeStutters_12_98.wav,1,0,0,1,1,0," And so yeah, so we"
clips/HeStutters/12/HeStutters_12_101.wav,0,0,0,0,0,1, realising that it wasn't.
clips/HeStutters/12/HeStutters_12_104.wav,0,1,0,0,1,0, Is it umm...
clips/HeStutters/12/HeStutters_12_105.wav,0,0,0,0,1,0, to address.
clips/HeStutters/12/HeStutters_12_109.wav,1,0,1,0,0,0, Similar to what you had done.
clips/HeStutters/12/HeStutters_12_110.wav,1,0,0,0,0,0, done when you were younger?
clips/HeStutters/12/HeStutters_12_111.wav,0,1,0,0,1,0, Hmmm...I think.
clips/HeStutters/12/HeStutters_12_113.wav,0,1,0,0,1,0, to work around
clips/HeStutters/12/HeStutters_12_114.wav,0,0,0,0,0,1, sort of the way that you feel about.
clips/HeStutters/12/HeStutters_12_115.wav,1,0,0,0,0,0, football game later on tonight.
clips/HeStutters/12/HeStutters_12_117.wav,0,1,0,0,0,0, you can start to...
clips/HeStutters/12/HeStutters_12_120.wav,0,0,0,0,1,0, anxiety in how you can
clips/HeStutters/12/HeStutters_12_121.wav,0,1,0,0,1,0, Female.
clips/HeStutters/12/HeStutters_12_125.wav,0,0,0,0,0,1, Oh wow!
clips/HeStutters/12/HeStutters_12_126.wav,1,0,0,1,1,0, What's that like in what's that like?
clips/HeStutters/12/HeStutters_12_127.wav,0,0,0,0,1,0, like being in class.
clips/HeStutters/12/HeStutters_12_128.wav,1,0,0,1,0,0, I've just got used to it now.
clips/HeStutters/12/HeStutters_12_131.wav,1,1,1,1,0,0," Oh yes, yes so we..."
clips/HeStutters/12/HeStutters_12_133.wav,0,0,0,0,0,1, Have you?
clips/HeStutters/12/HeStutters_12_141.wav,0,0,0,0,0,1, they realize that they really love working with.
clips/HeStutters/12/HeStutters_12_142.wav,0,0,0,0,1,0, with all the patients.
clips/HeStutters/12/HeStutters_12_143.wav,0,0,0,1,0,0," Yeah, but I was"
clips/HeStutters/12/HeStutters_12_144.wav,0,0,1,1,0,0, We've only recently had our left.
clips/HeStutters/12/HeStutters_12_145.wav,0,1,1,0,0,0, to know that you...
clips/HeStutters/12/HeStutters_12_148.wav,0,0,0,0,1,0, They must be right now.
clips/HeStutters/12/HeStutters_12_152.wav,1,1,0,0,0,0, Do any of the other?
clips/HeStutters/12/HeStutters_12_153.wav,0,0,1,1,0,0, students in the in in
clips/HeStutters/12/HeStutters_12_154.wav,0,0,1,1,0,0, in your class.
clips/HeStutters/12/HeStutters_12_155.wav,1,0,0,0,0,0, Stutter?
clips/HeStutters/12/HeStutters_12_158.wav,0,0,0,0,1,0, not in my class.
clips/HeStutters/12/HeStutters_12_160.wav,1,0,1,1,0,0, Who graduated here?
clips/HeStutters/12/HeStutters_12_164.wav,1,0,1,1,1,0, a way to
clips/HeStutters/12/HeStutters_12_165.wav,0,0,0,0,0,1," Give back, right? Yeah."
clips/HeStutters/12/HeStutters_12_171.wav,0,1,0,0,1,0, in a way that we can contact the suspect that him the a
clips/HeStutters/12/HeStutters_12_172.wav,0,1,0,0,1,0,
clips/HeStutters/12/HeStutters_12_176.wav,0,0,0,1,1,0," Yeah, yeah, so my name."
clips/HeStutters/12/HeStutters_12_178.wav,0,0,0,0,0,1, maybe have not heard of it.
clips/HeStutters/12/HeStutters_12_180.wav,1,0,0,0,0,0, origins in...
clips/HeStutters/12/HeStutters_12_181.wav,1,0,0,1,1,0, Buddhism
clips/HeStutters/12/HeStutters_12_182.wav,0,1,0,0,1,0, It's actually quite profound.
clips/HeStutters/12/HeStutters_12_184.wav,0,0,0,0,0,1, more objective about your experiences.
clips/HeStutters/12/HeStutters_12_185.wav,1,0,0,1,1,0, So I'm kind of proving my point.
clips/HeStutters/12/HeStutters_12_186.wav,1,0,0,0,0,0, or relevance to stand up as well.
clips/HeStutters/12/HeStutters_12_194.wav,1,0,0,1,1,0, It's like the stuttering is...
clips/HeStutters/12/HeStutters_12_198.wav,0,0,0,1,1,0, when you start with
clips/HeStutters/12/HeStutters_12_201.wav,0,0,0,0,1,0, it allows you to.
clips/HeStutters/12/HeStutters_12_202.wav,0,0,0,0,0,1, We really get to know what your body is doing.
clips/HeStutters/12/HeStutters_12_203.wav,0,0,0,1,1,0, So that's as a...
clips/HeStutters/12/HeStutters_12_206.wav,0,0,0,0,1,0, therapies that you really could get into.
clips/HeStutters/12/HeStutters_12_207.wav,0,0,0,0,0,1, at that moment of stammering when it happens.
clips/HeStutters/12/HeStutters_12_208.wav,1,1,0,0,0,0, Now do you?
clips/HeStutters/12/HeStutters_12_209.wav,0,1,0,0,0,0, Open to the
clips/HeStutters/12/HeStutters_12_211.wav,1,1,1,1,0,0, once you're...
clips/HeStutters/12/HeStutters_12_213.wav,0,1,0,0,1,0," Yes, definitely."
clips/HeStutters/12/HeStutters_12_215.wav,1,0,0,0,0,0, sort of the most well known
clips/HeStutters/13/HeStutters_13_0.wav,0,1,0,0,0,0, Hiding as much as I can.
clips/HeStutters/13/HeStutters_13_1.wav,0,1,0,0,0,0, a part of who you are.
clips/HeStutters/13/HeStutters_13_3.wav,0,0,0,0,0,1, speech therapy twice
clips/HeStutters/13/HeStutters_13_4.wav,0,0,0,0,0,1, not in any way Iraq knows.
clips/HeStutters/13/HeStutters_13_6.wav,0,1,0,0,0,0, it wasn't...
clips/HeStutters/13/HeStutters_13_7.wav,1,1,0,0,1,0, And...
clips/HeStutters/13/HeStutters_13_8.wav,1,0,1,1,1,0, And I have...
clips/HeStutters/13/HeStutters_13_10.wav,0,0,0,0,1,0, mm-hmm no you may
clips/HeStutters/13/HeStutters_13_13.wav,0,0,0,0,0,1, on his own with this inner
clips/HeStutters/13/HeStutters_13_15.wav,0,0,0,1,1,0,
clips/HeStutters/13/HeStutters_13_18.wav,1,0,0,0,0,0, this covering of his quest.
clips/HeStutters/13/HeStutters_13_19.wav,0,1,0,0,1,0,嗎 It's
clips/HeStutters/13/HeStutters_13_20.wav,0,0,1,1,0,0, That's the way it
clips/HeStutters/13/HeStutters_13_25.wav,0,0,0,0,0,1, The platform...
clips/HeStutters/13/HeStutters_13_27.wav,0,0,0,1,1,0, five times already late late
clips/HeStutters/13/HeStutters_13_29.wav,0,0,0,0,0,1, And I looked at it and thought who...
clips/HeStutters/13/HeStutters_13_31.wav,0,0,0,0,0,1, I want that to didn't work out.
clips/HeStutters/13/HeStutters_13_33.wav,0,1,1,0,0,0, It was something that was always...
clips/HeStutters/13/HeStutters_13_35.wav,0,0,0,0,0,1, and twice
clips/HeStutters/13/HeStutters_13_36.wav,0,0,0,0,1,0, in events by other
clips/HeStutters/13/HeStutters_13_38.wav,1,1,1,0,0,0, I'm speaking very...
clips/HeStutters/13/HeStutters_13_39.wav,1,0,1,0,0,0, it or disclose it.
clips/HeStutters/14/HeStutters_14_1.wav,1,1,0,1,0,0, problem. But I know many people
clips/HeStutters/14/HeStutters_14_2.wav,0,0,0,0,0,1, different paths that we take in our lives.
clips/HeStutters/14/HeStutters_14_3.wav,1,1,1,0,0,0, What advice would you?
clips/HeStutters/14/HeStutters_14_8.wav,1,1,0,0,0,0, being here just now and you
clips/HeStutters/14/HeStutters_14_10.wav,1,1,0,0,0,0, And this has been he started
clips/HeStutters/14/HeStutters_14_12.wav,0,0,0,0,0,1," um, vivid memories of"
clips/HeStutters/14/HeStutters_14_13.wav,0,1,0,0,1,0, from and what you do to keep busy. Sure.
clips/HeStutters/14/HeStutters_14_14.wav,0,1,0,0,1,0, therapist W.A. Joe of 16 and
clips/HeStutters/14/HeStutters_14_16.wav,1,0,0,0,0,0, And so because I felt amazing I just
clips/HeStutters/14/HeStutters_14_17.wav,0,0,0,0,1,0, sorry during my time with the public speech there
clips/HeStutters/14/HeStutters_14_19.wav,0,0,0,0,0,1, I wasn't there for long enough to really explain.
clips/HeStutters/14/HeStutters_14_25.wav,0,0,0,1,0,0," that, you know, it takes a great deal of effort, it takes a"
clips/HeStutters/14/HeStutters_14_26.wav,0,0,0,0,0,1, and spaced. True.
clips/HeStutters/14/HeStutters_14_27.wav,0,0,1,1,0,0, and I understand where you're coming from.
clips/HeStutters/14/HeStutters_14_33.wav,0,0,0,0,1,0, And then I got a call from my mom like
clips/HeStutters/14/HeStutters_14_34.wav,0,0,0,0,0,1, and I hope they do because I know it's some
clips/HeStutters/14/HeStutters_14_36.wav,0,1,1,0,1,0, jeget ring
clips/HeStutters/14/HeStutters_14_37.wav,0,0,0,0,1,0, Hmm. Um...
clips/HeStutters/14/HeStutters_14_39.wav,0,0,0,0,0,1," of this year 2016, I"
clips/HeStutters/15/HeStutters_15_0.wav,0,1,0,1,0,0, as a down down low.
clips/HeStutters/15/HeStutters_15_1.wav,0,0,0,0,0,1, Stuttering has taught you.
clips/HeStutters/15/HeStutters_15_3.wav,0,1,0,1,1,0, the
clips/HeStutters/15/HeStutters_15_4.wav,0,1,0,1,1,0," I, um,"
clips/HeStutters/15/HeStutters_15_5.wav,1,1,1,0,0,0, Now
clips/HeStutters/15/HeStutters_15_6.wav,0,1,0,0,1,0, a lot of uh
clips/HeStutters/15/HeStutters_15_9.wav,1,0,1,0,1,0, I should
clips/HeStutters/15/HeStutters_15_11.wav,1,1,1,1,1,0, you understand the euforciating десяcare.
clips/HeStutters/15/HeStutters_15_12.wav,0,1,0,0,1,0, Although it is
clips/HeStutters/15/HeStutters_15_13.wav,1,1,1,1,1,0, for the M as as
clips/HeStutters/15/HeStutters_15_19.wav,1,1,1,0,1,0, going to
clips/HeStutters/15/HeStutters_15_21.wav,1,1,1,0,1,0, Oh
clips/HeStutters/15/HeStutters_15_24.wav,1,1,0,0,0,0, until
clips/HeStutters/15/HeStutters_15_28.wav,0,0,0,1,0,0," Wow, so you've been in men."
clips/HeStutters/15/HeStutters_15_30.wav,0,0,0,1,1,0, Yeah. Wow. Wow.
clips/HeStutters/15/HeStutters_15_34.wav,0,1,0,0,0,0, on the x
clips/HeStutters/15/HeStutters_15_35.wav,1,0,0,1,1,0, I then
clips/HeStutters/15/HeStutters_15_37.wav,0,1,0,0,1,0, I also went to a...
clips/HeStutters/15/HeStutters_15_40.wav,1,1,0,0,0,0, and 3
clips/HeStutters/15/HeStutters_15_41.wav,0,1,0,0,1,0," So hey Ian, how's it going?"
clips/HeStutters/15/HeStutters_15_47.wav,0,1,1,1,1,0, to be the help the most.
clips/HeStutters/15/HeStutters_15_50.wav,1,1,1,1,1,0, I
clips/HeStutters/15/HeStutters_15_51.wav,1,1,1,0,1,0, and there is an oe
clips/HeStutters/15/HeStutters_15_54.wav,0,0,1,0,1,0, Taking some
clips/HeStutters/15/HeStutters_15_56.wav,0,1,0,0,1,0, ah
clips/HeStutters/15/HeStutters_15_57.wav,0,1,1,1,1,0, is on my reading.
clips/HeStutters/15/HeStutters_15_59.wav,0,0,0,1,0,0," Well, well, so you've"
clips/HeStutters/15/HeStutters_15_61.wav,1,1,0,0,0,0, Bye!
clips/HeStutters/15/HeStutters_15_62.wav,1,1,0,1,1,0, sounds like
clips/HeStutters/15/HeStutters_15_63.wav,1,0,0,1,1,0, so so
clips/HeStutters/15/HeStutters_15_64.wav,0,1,0,0,0,0, pretty accepting.
clips/HeStutters/15/HeStutters_15_65.wav,0,1,0,0,1,0, Alright.
clips/HeStutters/15/HeStutters_15_67.wav,1,1,0,1,0,0, I feel...
clips/HeStutters/15/HeStutters_15_69.wav,0,1,0,0,1,0, I uh...
clips/HeStutters/15/HeStutters_15_77.wav,0,1,0,0,0,0, I don't know if I would.
clips/HeStutters/15/HeStutters_15_78.wav,0,1,0,0,0,0, I sure
clips/HeStutters/15/HeStutters_15_80.wav,1,0,0,0,0,0, and I consider myself to be very
clips/HeStutters/15/HeStutters_15_81.wav,1,1,0,0,1,0," Yeah, I mean..."
clips/HeStutters/15/HeStutters_15_82.wav,1,1,0,0,1,0, I wassimile
clips/HeStutters/15/HeStutters_15_83.wav,1,1,0,0,1,0, not just to uh...
clips/HeStutters/15/HeStutters_15_88.wav,1,0,0,0,0,0, I'll just go to show people have their own
clips/HeStutters/15/HeStutters_15_91.wav,0,0,0,0,0,1, Positive about your stuttering.
clips/HeStutters/15/HeStutters_15_93.wav,1,1,1,0,1,0, I
clips/HeStutters/15/HeStutters_15_99.wav,0,1,1,0,0,0, The turn.
clips/HeStutters/15/HeStutters_15_101.wav,1,1,0,0,0,0, Forgive this question in one case off way is how you treat the him if Roger Paul What happens well I would get
clips/HeStutters/15/HeStutters_15_102.wav,0,0,1,0,1,0, So
clips/HeStutters/15/HeStutters_15_103.wav,0,0,0,1,0,0, That sounds great. That sounds...
clips/HeStutters/15/HeStutters_15_105.wav,0,0,1,0,1,0,
clips/HeStutters/15/HeStutters_15_106.wav,0,1,0,0,1,0, I mean.
clips/HeStutters/15/HeStutters_15_110.wav,1,0,1,0,1,0, teacher inn
clips/HeStutters/15/HeStutters_15_111.wav,1,1,1,0,0,0, Nice
clips/HeStutters/15/HeStutters_15_112.wav,0,1,0,0,0,0, and he's in programs he even
clips/HeStutters/15/HeStutters_15_113.wav,1,1,0,0,1,0," Oh, I'm..."
clips/HeStutters/15/HeStutters_15_114.wav,0,0,0,1,1,0, I
clips/HeStutters/15/HeStutters_15_120.wav,0,0,0,1,1,0, I mean honestly I...
clips/HeStutters/15/HeStutters_15_121.wav,0,1,0,1,0,0, I uh I
clips/HeStutters/15/HeStutters_15_124.wav,1,0,1,1,0,0," Still, I- I- I- I-"
clips/HeStutters/15/HeStutters_15_125.wav,0,0,0,1,1,0," Yeah, yeah, that's tough. So."
clips/HeStutters/15/HeStutters_15_129.wav,0,1,0,0,1,0,
clips/HeStutters/15/HeStutters_15_130.wav,0,1,0,0,1,0, Oh
clips/HeStutters/15/HeStutters_15_132.wav,1,1,1,0,0,0, show 옷
clips/HeStutters/15/HeStutters_15_134.wav,1,0,0,0,0,0, you and I
clips/HeStutters/15/HeStutters_15_135.wav,0,1,1,1,0,0, H Ouch
clips/HeStutters/15/HeStutters_15_139.wav,0,0,0,0,0,1, met first on Stutter Social.
clips/HeStutters/15/HeStutters_15_140.wav,0,0,0,0,1,0, if I'm correct.
clips/HeStutters/15/HeStutters_15_144.wav,1,0,1,1,1,0, Any I was like wow
clips/HeStutters/15/HeStutters_15_146.wav,1,1,0,0,1,0, only
clips/HeStutters/15/HeStutters_15_147.wav,0,0,0,1,1,0," Yeah, yeah."
clips/HeStutters/15/HeStutters_15_149.wav,0,0,0,1,0,0, of dad's speech.
clips/HeStutters/15/HeStutters_15_150.wav,1,0,0,0,1,0, Yeah.
clips/HeStutters/15/HeStutters_15_151.wav,1,1,1,0,0,0, or it is my to show.
clips/HeStutters/15/HeStutters_15_153.wav,0,1,0,0,1,0, Watson.
clips/HeStutters/15/HeStutters_15_157.wav,0,0,1,0,0,0, How did you get stuck with that?
clips/HeStutters/15/HeStutters_15_160.wav,1,1,0,1,1,0,
clips/HeStutters/15/HeStutters_15_164.wav,0,0,0,0,0,1, in your life I'm guessing.
clips/HeStutters/15/HeStutters_15_165.wav,0,1,1,1,1,0,
clips/HeStutters/15/HeStutters_15_166.wav,1,1,0,1,1,0, I
clips/HeStutters/15/HeStutters_15_167.wav,1,1,1,0,0,0, I'm sorry. I'm sorry. I'm sorry.
clips/HeStutters/15/HeStutters_15_171.wav,1,1,0,0,1,0, variety of
clips/HeStutters/15/HeStutters_15_173.wav,0,1,0,0,1,0, with health issues.
clips/HeStutters/15/HeStutters_15_176.wav,1,1,1,0,1,0, I actually first.
clips/HeStutters/15/HeStutters_15_181.wav,1,0,1,0,1,0, as I
clips/HeStutters/15/HeStutters_15_182.wav,1,1,0,0,1,0, how to uh
clips/HeStutters/15/HeStutters_15_183.wav,1,1,1,0,0,0,
clips/HeStutters/15/HeStutters_15_187.wav,0,0,0,1,0,0, It sounds like your
clips/HeStutters/15/HeStutters_15_188.wav,0,0,0,0,0,1, That's great to hear.
clips/HeStutters/15/HeStutters_15_189.wav,0,1,0,1,1,0, Yeah.
clips/HeStutters/15/HeStutters_15_190.wav,0,0,0,1,1,0, at those moments.
clips/HeStutters/15/HeStutters_15_191.wav,0,0,0,1,1,0, Yeah.
clips/HeStutters/16/HeStutters_16_3.wav,0,1,0,0,0,0, incredible when I...
clips/HeStutters/16/HeStutters_16_6.wav,0,1,0,0,0,0, I knew Idea!
clips/HeStutters/16/HeStutters_16_7.wav,1,0,0,1,1,0, and to be honest...
